company,rate,amount,id,year,state
Other,2.6,42,24382,2013,Texas
Other,2.6,42,11444,2013,Mississippi
Other,2.59,42,16249,2013,Pennsylvania
Other,2.57,42,716263,2013,Arkansas
Other,2.57,42,12854,2013,Kansas
Other,2.57,42,27476,2013,Oklahoma
Other,2.57,42,24382,2013,Oregon
Other,2.57,42,9378,2013,Missouri
Other,2.49,42,24382,2013,California
Other,2.49,42,24382,2013,Florida
Other,2.49,42,1007846,2013,Missouri
Other,2.48,42,876634,2013,Florida
Other,2.47,42,24382,2013,Texas
Other,2.46,42,11116,2013,Pennsylvania
Other,2.44,42,18854,2013,Oklahoma
Other,2.43,42,22526,2013,Texas
Other,2.39,42,10066,2013,New Hampshire
Other,2.37,42,21699,2013,California
Other,2.36,42,644,2013,Pennsylvania
Other,2.32,42,4239,2013,Oklahoma
Other,2.29,42,24382,2013,Texas
Other,2.23,42,1189117,2013,North Carolina
Other,2.21,42,60717,2013,Vermont
Other,2.21,42,504713,2013,New Mexico
Other,2.16,42,60717,2013,Vermont
Other,2.12,42,24382,2013,Texas
Other,2.12,42,24382,2013,California
Clayton,2.06,42,62-0997810,2013,Tennessee
Other,1.95,42,509811,2013,Kentucky
Other,1.93,42,8141,2013,Louisiana
Other,1.91,42,12384,2013,Illinois
Other,1.87,42,18408,2013,Maine
Other,1.86,42,24382,2013,Florida
Other,1.79,42,4166,2013,Texas
Other,1.77,42,336361,2013,Texas
Other,1.76,42,31-1197926,2013,Ohio
Other,1.63,42,24382,2013,Arizona
Other,1.63,42,22311,2013,Florida
Other,1.61,42,24382,2013,Texas
Other,1.58,42,196,2013,Florida
Other,1.57,42,24382,2013,Tennessee
Other,1.55,42,24382,2013,New York
Other,1.54,42,9437,2013,Ohio
Other,1.53,42,1189117,2013,North Carolina
Other,1.51,42,509811,2013,Kentucky
Other,1.51,42,9327,2013,Louisiana
Wells Fargo,1.5,42,451965,2013,Oklahoma
Clayton,,42,7162800002,2013,Louisiana
Clayton,,42,7162800002,2013,Tennessee
Clayton,,42,7162800002,2013,California
Clayton,,42,7162800002,2013,Mississippi
Clayton,,42,7162800002,2013,Washington
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Iowa
Clayton,,42,7162800002,2013,Iowa
Clayton,,42,7162800002,2013,Kansas
Clayton,,42,7162800002,2013,Arkansas
Clayton,,42,7162800002,2013,Colorado
Clayton,,42,7162800002,2013,Colorado
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,California
Clayton,,42,7162800002,2013,South Carolina
Clayton,,42,7162800002,2013,South Carolina
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Ohio
Clayton,,42,7162800002,2013,Tennessee
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Arkansas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,North Carolina
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Arkansas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,South Carolina
Clayton,,42,7162800002,2013,South Carolina
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Ohio
Clayton,,42,7162800002,2013,Ohio
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Arkansas
Clayton,,42,7162800002,2013,Michigan
Clayton,,42,7162800002,2013,North Carolina
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Florida
Clayton,,42,7162800002,2013,Kansas
Clayton,,42,7162800002,2013,New Mexico
Clayton,,42,7162800002,2013,Iowa
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Mississippi
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Colorado
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,South Carolina
Clayton,,42,7162800002,2013,Ohio
Clayton,,42,7162800002,2013,Kansas
Clayton,,42,7162800002,2013,Kansas
Clayton,,42,7162800002,2013,New York
Clayton,,42,7162800002,2013,California
Clayton,,42,7162800002,2013,Mississippi
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Kentucky
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Mississippi
Clayton,,42,7162800002,2013,Louisiana
Clayton,,42,7162800002,2013,Ohio
Clayton,,42,7162800002,2013,Mississippi
Clayton,,42,7162800002,2013,Oklahoma
Clayton,,42,7162800002,2013,Oklahoma
Clayton,,42,7162800002,2013,California
Clayton,,42,7162800002,2013,Oklahoma
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,California
Clayton,,42,7162800002,2013,Oregon
Clayton,,42,7162800002,2013,Louisiana
Clayton,,42,7162800002,2013,Florida
Clayton,,42,7162800002,2013,Florida
Clayton,,42,7162800002,2013,Oklahoma
Clayton,,42,7162800002,2013,Louisiana
Clayton,,42,7162800002,2013,Louisiana
Clayton,,42,7162800002,2013,Michigan
Clayton,,42,7162800002,2013,North Carolina
Clayton,,42,7162800002,2013,Louisiana
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Idaho
Clayton,,42,7162800002,2013,South Carolina
Clayton,,42,7162800002,2013,Georgia
Clayton,,42,7162800002,2013,California
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Alabama
Clayton,,42,7162800002,2013,Michigan
Clayton,,42,7162800002,2013,Michigan
Clayton,,42,7162800002,2013,Alabama
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Tennessee
Clayton,,42,7162800002,2013,Georgia
Clayton,,42,7162800002,2013,Texas
Clayton,,42,7162800002,2013,Florida
Clayton,,42,7162800002,2013,Michigan
Clayton,,42,7162800002,2013,South Carolina
Clayton,,42,7162800002,2013,South Carolina
Clayton,,42,7162800002,2013,South Carolina
Clayton,,42,7162800002,2013,Florida
Wells Fargo,,42,451965,2013,Florida
Other,,42,339858,2013,Texas
Other,,42,24382,2013,Texas
Other,,42,817824,2013,Indiana
Other,,42,24382,2013,Washington
Other,,42,22-3554558,2013,South Carolina
Other,,42,58,2013,Alabama
Other,,42,10608,2013,Arkansas
Other,,42,26-2689428,2013,Michigan
Other,,42,22526,2013,Texas
Other,,42,427241,2013,Indiana
Other,,42,6680,2013,Arkansas
Other,,42,24382,2013,South Carolina
Other,,42,12946,2013,Arkansas
Other,,42,41-1914032,2013,Minnesota
Other,,42,31-1197926,2013,Indiana
Wells Fargo,,42,451965,2013,North Carolina
Other,,42,10544,2013,Indiana
Other,,42,471749,2013,Arkansas
Other,,42,504713,2013,Arizona
Wells Fargo,,42,451965,2013,Arizona
Other,,42,1189117,2013,North Carolina
Other,,42,61315,2013,Arizona
Wells Fargo,,42,451965,2013,Arizona
Other,,42,24382,2013,Colorado
Other,,42,11570,2013,Colorado
Other,,42,504713,2013,Texas
Other,,42,14144,2013,Michigan
Other,,42,717924,2013,North Carolina
Other,,42,17393,2013,Indiana
Other,,42,15934,2013,Georgia
Other,,42,8816,2013,Maryland
Wells Fargo,,42,451965,2013,Nevada
Other,,42,24378,2013,Iowa
Other,,42,24382,2013,California
Other,,42,24382,2013,California
Other,,42,12946,2013,Arkansas
Wells Fargo,,42,451965,2013,Michigan
Other,,42,11836,2013,West Virginia
Other,,42,24382,2013,Ohio
Other,,42,491822,2013,West Virginia
Other,,42,18178,2013,Mississippi
Other,,42,61315,2013,Arizona
Other,,42,34102,2013,West Virginia
Other,,42,497404,2013,Florida
Other,,42,24382,2013,Texas
Other,,42,12203,2013,Mississippi
Other,,42,15164,2013,Kansas
Other,,42,38-3615473,2013,Michigan
Other,,42,4137,2013,Michigan
Other,,42,617677,2013,Arizona
Other,,42,24382,2013,California
Other,,42,339858,2013,Oklahoma
Wells Fargo,,42,451965,2013,Kentucky
Other,,42,10266,2013,Ohio
Other,,42,12311,2013,Ohio
Other,,42,60747,2013,New Hampshire
Other,,42,24382,2013,Oregon
Other,,42,509811,2013,Kentucky
Other,,42,62484,2013,Kentucky
Other,,42,1464,2013,New York
Other,,42,24382,2013,New York
Other,,42,24382,2013,California
Other,,42,12437,2013,Mississippi
Other,,42,35513,2013,Georgia
Other,,42,708527,2013,Ohio
Other,,42,27394,2013,Oklahoma
Other,,42,700257,2013,North Dakota
Other,,42,75633,2013,Wisconsin
Other,,42,24382,2013,Oklahoma
Other,,42,66742,2013,Wisconsin
Other,,42,71-0544232,2013,Oklahoma
Other,,42,859002,2013,Massachusetts
Other,,42,909055,2013,Missouri
Other,,42,24382,2013,New York
Other,,42,1445943,2013,Kentucky
Wells Fargo,,42,451965,2013,Colorado
Other,,42,24382,2013,Louisiana
Other,,42,24382,2013,California
Other,,42,17658,2013,Maine
Other,,42,15219,2013,Idaho
Other,,42,24382,2013,Tennessee
Other,,42,1189117,2013,North Carolina
Other,,42,60747,2013,New Hampshire
Other,,42,8252,2013,Missouri
Other,,42,16625,2013,Texas
Other,,42,7468,2013,Pennsylvania
Other,,42,24382,2013,Florida
Other,,42,22-3554558,2013,New York
Other,,42,3027509990,2013,New York
Other,,42,11836,2013,
Other,,42,34087,2013,Missouri
Wells Fargo,,42,451965,2013,Pennsylvania
Other,,42,437053,2013,Tennessee
Other,,42,852320,2013,Florida
Other,,42,852320,2013,Florida
Wells Fargo,,42,451965,2013,Louisiana
Other,,42,1730,2013,Alabama
Other,,42,1426,2013,Missouri
Other,,42,852320,2013,Florida
Wells Fargo,,42,451965,2013,Utah
Other,,42,497404,2013,South Carolina
Other,,42,504713,2013,Idaho
Other,,42,15932,2013,South Carolina
Other,,42,817824,2013,Indiana
Other,,42,61-1355156,2013,Tennessee
Other,,42,852320,2013,North Carolina
Wells Fargo,,42,451965,2013,Florida
Other,,42,58,2013,Alabama
Other,,42,22-3554558,2013,Tennessee
Other,,42,60735,2013,South Carolina
Other,,42,504713,2013,Tennessee
Other,12.25,41,57-0907935,2013,South Carolina
Clayton,12.11,41,7162800002,2013,Florida
Clayton,11.75,41,62-0997810,2013,Florida
Clayton,11.67,41,62-0997810,2013,Florida
Clayton,11.46,41,7162800002,2013,Alabama
Clayton,11.38,41,7162800002,2013,Arkansas
Clayton,11.31,41,62-0997810,2013,Louisiana
Clayton,11.25,41,62-0997810,2013,Arizona
Clayton,11.23,41,7162800002,2013,Texas
Clayton,11.11,41,62-0997810,2013,Pennsylvania
Clayton,11.09,41,62-0997810,2013,North Carolina
Clayton,11.09,41,62-0997810,2013,Oklahoma
Other,11.09,41,6104,2013,Mississippi
Clayton,11.03,41,62-0997810,2013,Colorado
Clayton,11,41,7162800002,2013,Colorado
Clayton,10.98,41,62-0997810,2013,Tennessee
Clayton,10.88,41,62-0997810,2013,Nevada
Clayton,10.85,41,62-0997810,2013,Louisiana
Clayton,10.81,41,62-0997810,2013,West Virginia
Clayton,10.81,41,7162800002,2013,Florida
Clayton,10.44,41,62-0997810,2013,Illinois
Clayton,10.38,41,7162800002,2013,Oklahoma
Clayton,10.36,41,62-0997810,2013,Texas
Clayton,10.35,41,7162800002,2013,Tennessee
Clayton,10.34,41,7162800002,2013,Arkansas
Clayton,10.33,41,7162800002,2013,Texas
Clayton,10.3,41,7162800002,2013,Texas
Clayton,10.28,41,62-0997810,2013,Oklahoma
Clayton,10.24,41,7162800002,2013,Mississippi
Clayton,10.23,41,7162800002,2013,Arkansas
Clayton,10.23,41,7162800002,2013,Alabama
Clayton,10.22,41,62-0997810,2013,Tennessee
Clayton,10.21,41,7162800002,2013,Alabama
Clayton,10.19,41,7162800002,2013,Louisiana
Clayton,10.17,41,62-0997810,2013,Virginia
Clayton,10.16,41,7162800002,2013,Mississippi
Clayton,10.16,41,7162800002,2013,Georgia
Clayton,10.15,41,7162800002,2013,Mississippi
Clayton,10.14,41,7162800002,2013,Texas
Clayton,10.14,41,7162800002,2013,Texas
Clayton,10.12,41,62-0997810,2013,Louisiana
Clayton,10.11,41,62-0997810,2013,North Carolina
Clayton,10.11,41,7162800002,2013,Oklahoma
Clayton,10.11,41,62-0997810,2013,Arizona
Clayton,10.11,41,62-0997810,2013,Louisiana
Clayton,10.11,41,62-0997810,2013,Texas
Clayton,10.11,41,7162800002,2013,Texas
Clayton,10.1,41,7162800002,2013,Oklahoma
Clayton,10.1,41,7162800002,2013,Alabama
Clayton,10.1,41,7162800002,2013,Alabama
Clayton,10.09,41,62-0997810,2013,South Carolina
Clayton,10.09,41,7162800002,2013,Mississippi
Clayton,10.05,41,62-0997810,2013,North Carolina
Clayton,10.05,41,7162800002,2013,Texas
Clayton,10.05,41,7162800002,2013,Louisiana
Clayton,10.03,41,7162800002,2013,Georgia
Clayton,10.02,41,7162800002,2013,Louisiana
Clayton,10,41,7162800002,2013,Texas
Clayton,10,41,62-0997810,2013,Louisiana
Clayton,9.97,41,62-0997810,2013,West Virginia
Clayton,9.96,41,7162800002,2013,Alabama
Clayton,9.95,41,62-0997810,2013,Kentucky
Clayton,9.95,41,62-0997810,2013,North Carolina
Clayton,9.95,41,7162800002,2013,Texas
Clayton,9.94,41,62-0997810,2013,Texas
Clayton,9.87,41,62-0997810,2013,Mississippi
Other,9.83,41,6104,2013,Tennessee
Clayton,9.82,41,62-0997810,2013,Alabama
Clayton,9.81,41,62-0997810,2013,Louisiana
Clayton,9.8,41,7162800002,2013,Arkansas
Clayton,9.77,41,7162800002,2013,Missouri
Clayton,9.77,41,7162800002,2013,Texas
Clayton,9.75,41,7162800002,2013,Texas
Clayton,9.73,41,62-0997810,2013,Alabama
Clayton,9.69,41,62-0997810,2013,Texas
Other,9.69,41,12072,2013,Alaska
Clayton,9.67,41,62-0997810,2013,Texas
Clayton,9.66,41,7162800002,2013,Louisiana
Clayton,9.65,41,7162800002,2013,California
Clayton,9.61,41,7162800002,2013,South Carolina
Clayton,9.6,41,62-0997810,2013,South Carolina
Clayton,9.58,41,62-0997810,2013,Arkansas
Clayton,9.58,41,62-0997810,2013,South Carolina
Clayton,9.57,41,62-0997810,2013,Oklahoma
Clayton,9.55,41,62-0997810,2013,Louisiana
Clayton,9.5,41,7162800002,2013,Kentucky
Clayton,9.5,41,62-0997810,2013,Louisiana
Clayton,9.47,41,62-0997810,2013,Louisiana
Clayton,9.47,41,7162800002,2013,Louisiana
Clayton,9.39,41,7162800002,2013,Mississippi
Clayton,9.37,41,7162800002,2013,Arkansas
Clayton,9.37,41,7162800002,2013,California
Clayton,9.34,41,62-0997810,2013,North Carolina
Clayton,9.33,41,7162800002,2013,California
Clayton,9.32,41,7162800002,2013,Oklahoma
Clayton,9.29,41,7162800002,2013,Texas
Clayton,9.28,41,62-0997810,2013,Texas
Clayton,9.24,41,62-0997810,2013,North Carolina
Clayton,9.24,41,62-0997810,2013,Arizona
Clayton,9.23,41,62-0997810,2013,South Carolina
Clayton,9.23,41,7162800002,2013,Texas
Clayton,9.23,41,62-0997810,2013,Louisiana
Clayton,9.23,41,62-0997810,2013,South Carolina
Clayton,9.22,41,7162800002,2013,Texas
Clayton,9.22,41,7162800002,2013,Oklahoma
Clayton,9.17,41,7162800002,2013,Texas
Clayton,9.17,41,62-0997810,2013,West Virginia
Clayton,9.13,41,62-0997810,2013,South Carolina
Clayton,9.12,41,62-0997810,2013,Louisiana
Clayton,9.12,41,62-0997810,2013,Louisiana
Clayton,9.11,41,62-0997810,2013,South Carolina
Clayton,9.11,41,7162800002,2013,Indiana
Clayton,9.11,41,62-0997810,2013,Louisiana
Clayton,9.1,41,62-0997810,2013,West Virginia
Clayton,9.09,41,62-0997810,2013,Kentucky
Clayton,9,41,7162800002,2013,Louisiana
Clayton,8.97,41,62-0997810,2013,Virginia
Clayton,8.86,41,62-0997810,2013,Texas
Clayton,8.85,41,62-0997810,2013,Kentucky
Clayton,8.83,41,62-0997810,2013,South Carolina
Clayton,8.81,41,62-0997810,2013,Arizona
Clayton,8.79,41,62-0997810,2013,Oklahoma
Clayton,8.78,41,62-0997810,2013,Kentucky
Clayton,8.73,41,62-0997810,2013,Texas
Other,8.65,41,6104,2013,Mississippi
Clayton,8.6,41,62-0997810,2013,New Mexico
Clayton,8.58,41,62-0997810,2013,Arizona
Clayton,8.56,41,7162800002,2013,California
Other,8.55,41,26-2984095,2013,Colorado
Clayton,8.54,41,62-0997810,2013,South Carolina
Clayton,8.53,41,7162800002,2013,Texas
Other,8.53,41,9970,2013,Texas
Clayton,8.52,41,62-0997810,2013,Texas
Clayton,8.5,41,7162800002,2013,Mississippi
Clayton,8.49,41,7162800002,2013,Mississippi
Other,8.49,41,6104,2013,Mississippi
Other,8.49,41,6104,2013,Mississippi
Other,8.48,41,6104,2013,Mississippi
Clayton,8.46,41,62-0997810,2013,Louisiana
Clayton,8.35,41,62-0997810,2013,North Carolina
Clayton,8.35,41,62-0997810,2013,North Carolina
Clayton,8.35,41,7162800002,2013,Texas
Clayton,8.34,41,7162800002,2013,Oklahoma
Clayton,8.34,41,62-0997810,2013,Alabama
Clayton,8.33,41,7162800002,2013,Michigan
Clayton,8.31,41,7162800002,2013,Louisiana
Clayton,8.27,41,62-0997810,2013,Mississippi
Clayton,8.25,41,62-0997810,2013,South Carolina
Clayton,8.22,41,7162800002,2013,Maryland
Clayton,8.19,41,7162800002,2013,Texas
Clayton,8.11,41,62-0997810,2013,Texas
Clayton,8.09,41,62-0997810,2013,Alabama
Clayton,8.08,41,62-0997810,2013,Texas
Clayton,8.06,41,7162800002,2013,Louisiana
Clayton,8.03,41,62-0997810,2013,Kentucky
Other,8.03,41,6104,2013,Mississippi
Clayton,7.99,41,62-0997810,2013,Texas
Clayton,7.96,41,62-0997810,2013,Georgia
Clayton,7.89,41,7162800002,2013,Texas
Clayton,7.88,41,62-0997810,2013,Arkansas
Clayton,7.87,41,7162800002,2013,Colorado
Clayton,7.87,41,62-0997810,2013,Alabama
Clayton,7.86,41,62-0997810,2013,Louisiana
Clayton,7.86,41,62-0997810,2013,Texas
Clayton,7.86,41,62-0997810,2013,Tennessee
Other,7.85,41,8526,2013,Louisiana
Clayton,7.84,41,62-0997810,2013,Arkansas
Clayton,7.84,41,62-0997810,2013,Alabama
Clayton,7.83,41,62-0997810,2013,Kentucky
Clayton,7.81,41,7162800002,2013,Texas
Clayton,7.81,41,7162800002,2013,North Carolina
Clayton,7.79,41,62-0997810,2013,Arkansas
Clayton,7.79,41,7162800002,2013,Colorado
Clayton,7.78,41,7162800002,2013,Michigan
Clayton,7.71,41,7162800002,2013,California
Clayton,7.7,41,7162800002,2013,Texas
Clayton,7.68,41,7162800002,2013,Michigan
Clayton,7.64,41,7162800002,2013,Ohio
Clayton,7.61,41,62-0997810,2013,Tennessee
Clayton,7.6,41,62-0997810,2013,South Carolina
Clayton,7.6,41,7162800002,2013,Texas
Clayton,7.59,41,7162800002,2013,Texas
Clayton,7.59,41,7162800002,2013,Alabama
Clayton,7.58,41,62-0997810,2013,South Carolina
Clayton,7.57,41,7162800002,2013,Alabama
Clayton,7.56,41,7162800002,2013,Texas
Clayton,7.56,41,7162800002,2013,Missouri
Other,7.55,41,6104,2013,Mississippi
Clayton,7.53,41,7162800002,2013,California
Clayton,7.51,41,62-0997810,2013,Texas
Clayton,7.44,41,7162800002,2013,Texas
Clayton,7.39,41,7162800002,2013,Louisiana
Clayton,7.37,41,62-0997810,2013,North Carolina
Clayton,7.36,41,62-0997810,2013,Mississippi
Clayton,7.35,41,7162800002,2013,Texas
Clayton,7.33,41,62-0997810,2013,South Carolina
Other,7.32,41,26-2984095,2013,Colorado
Other,7.28,41,26-2984095,2013,Texas
Clayton,7.22,41,62-0997810,2013,South Carolina
Clayton,7.21,41,7162800002,2013,Louisiana
Other,7.18,41,2444,2013,West Virginia
Clayton,7.17,41,7162800002,2013,Ohio
Clayton,7.13,41,7162800002,2013,Mississippi
Other,7.12,41,504713,2013,Texas
Other,7.11,41,26-2984095,2013,Texas
Other,7.1,41,26799,2013,Alabama
Clayton,7.06,41,62-0997810,2013,New Mexico
Clayton,7.04,41,7162800002,2013,California
Clayton,7.01,41,7162800002,2013,California
Clayton,7,41,62-0997810,2013,Texas
Other,6.98,41,26-2984095,2013,Michigan
Other,6.96,41,6104,2013,Mississippi
Clayton,6.94,41,7162800002,2013,Arkansas
Clayton,6.94,41,7162800002,2013,Michigan
Other,6.93,41,26-2984095,2013,Texas
Clayton,6.92,41,7162800002,2013,Mississippi
Clayton,6.9,41,62-0997810,2013,Michigan
Clayton,6.89,41,7162800002,2013,Alabama
Clayton,6.86,41,7162800002,2013,Arkansas
Clayton,6.86,41,62-0997810,2013,North Carolina
Other,6.86,41,26-2984095,2013,Texas
Clayton,6.85,41,62-0997810,2013,Louisiana
Clayton,6.83,41,7162800002,2013,Pennsylvania
Clayton,6.8,41,62-0997810,2013,North Carolina
Other,6.8,41,26-2984095,2013,Colorado
Other,6.78,41,504713,2013,Oklahoma
Clayton,6.76,41,7162800002,2013,Texas
Clayton,6.75,41,7162800002,2013,California
Clayton,6.74,41,62-0997810,2013,Texas
Clayton,6.65,41,7162800002,2013,Texas
Clayton,6.64,41,7162800002,2013,Missouri
Clayton,6.64,41,7162800002,2013,South Carolina
Other,6.63,41,20353,2013,Louisiana
Clayton,6.58,41,7162800002,2013,Pennsylvania
Clayton,6.56,41,7162800002,2013,Alabama
Clayton,6.53,41,7162800002,2013,Oklahoma
Clayton,6.52,41,62-0997810,2013,Arkansas
Other,6.51,41,504713,2013,Louisiana
Other,6.49,41,26-2984095,2013,Michigan
Clayton,6.47,41,7162800002,2013,Oklahoma
Clayton,6.45,41,7162800002,2013,Texas
Clayton,6.45,41,62-0997810,2013,Texas
Other,6.45,41,9879,2013,Oklahoma
Clayton,6.43,41,7162800002,2013,Texas
Clayton,6.41,41,7162800002,2013,Texas
Clayton,6.4,41,7162800002,2013,Louisiana
Clayton,6.38,41,62-0997810,2013,Georgia
Clayton,6.29,41,7162800002,2013,Texas
Clayton,6.27,41,7162800002,2013,Texas
Clayton,6.26,41,62-0997810,2013,South Carolina
Other,6.25,41,26-2984095,2013,Michigan
Clayton,6.24,41,62-0997810,2013,Texas
Other,6.2,41,504713,2013,New Jersey
Other,6.16,41,99-0877574,2013,North Carolina
Clayton,6.15,41,62-0997810,2013,Louisiana
Other,6.14,41,6104,2013,Mississippi
Clayton,6.12,41,7162800002,2013,Florida
Clayton,6.1,41,7162800002,2013,California
Clayton,6.07,41,7162800002,2013,Texas
Clayton,6.06,41,7162800002,2013,Kentucky
Other,6.06,41,504713,2013,Texas
Other,6.06,41,26799,2013,Alabama
Clayton,6.05,41,7162800002,2013,Texas
Clayton,6.05,41,7162800002,2013,Nebraska
Clayton,6.02,41,7162800002,2013,Texas
Clayton,6.01,41,7162800002,2013,Florida
Other,6,41,12854,2013,Ohio
Clayton,5.99,41,62-0997810,2013,North Carolina
Other,5.99,41,67173,2013,
Clayton,5.96,41,7162800002,2013,Texas
Other,5.96,41,67173,2013,
Clayton,5.91,41,7162800002,2013,Florida
Other,5.91,41,504713,2013,Oklahoma
Clayton,5.9,41,7162800002,2013,New York
Clayton,5.9,41,62-0997810,2013,Kentucky
Other,5.84,41,20818,2013,Alabama
Clayton,5.8,41,7162800002,2013,Texas
Other,5.8,41,11112,2013,Pennsylvania
Clayton,5.77,41,7162800002,2013,Oklahoma
Other,5.75,41,12854,2013,Kansas
Clayton,5.73,41,62-0997810,2013,Kentucky
Other,5.73,41,504713,2013,Louisiana
Clayton,5.72,41,7162800002,2013,New York
Clayton,5.71,41,7162800002,2013,Kansas
Clayton,5.71,41,7162800002,2013,Kansas
Clayton,5.71,41,7162800002,2013,Kansas
Clayton,5.71,41,7162800002,2013,Kansas
Clayton,5.65,41,7162800002,2013,Arkansas
Clayton,5.65,41,62-0997810,2013,West Virginia
Other,5.63,41,26-2984095,2013,Michigan
Clayton,5.62,41,7162800002,2013,Arkansas
Clayton,5.62,41,62-0997810,2013,North Carolina
Other,5.62,41,67173,2013,
